record_id,date,day_of_week,day_part,sales_usd,labor_hours,transactions,staff_on_floor
1388,2024-10-04,Friday,afternoon,1388.87,16.0,66,6
1389,2024-10-04,Friday,evening,2506.82,14.7,72,3
1390,2024-10-04,Friday,night,623.16,8.2,196,6
1391,2024-10-05,Saturday,morning,1108.36,14.8,43,2
1392,2024-10-05,Saturday,midday,1863.02,10.5,35,6
1393,2024-10-05,Saturday,afternoon,1695.19,16.6,85,6
1394,2024-10-05,Saturday,evening,2328.09,13.5,69,6
1395,2024-10-05,Saturday,night,820.52,13.3,37,5
1396,2024-10-06,Sunday,morning,964.92,9.6,96,6
1397,2024-10-06,Sunday,midday,1596.41,14.2,149,2
1398,2024-10-06,Sunday,afternoon,1462.42,9.1,31,8
1399,2024-10-06,Sunday,evening,2001.76,17.0,90,6
1400,2024-10-06,Sunday,night,797.22,11.1,162,8
1401,2024-10-07,Monday,morning,729.08,18.8,81,6
1402,2024-10-07,Monday,midday,1287.02,16.7,58,7
1403,2024-10-07,Monday,afternoon,915.55,10.6,138,6
1404,2024-10-07,Monday,evening,1555.18,8.6,30,5
1405,2024-10-07,Monday,night,619.77,18.8,173,7
1406,2024-10-08,Tuesday,morning,602.0,13.0,111,5
1407,2024-10-08,Tuesday,midday,1286.43,14.5,134,8
1408,2024-10-08,Tuesday,afternoon,1129.23,16.7,80,3
1409,2024-10-08,Tuesday,evening,1663.51,15.4,107,4
1410,2024-10-08,Tuesday,night,609.74,9.9,85,5
1411,2024-10-09,Wednesday,morning,805.11,11.8,159,4
1412,2024-10-09,Wednesday,midday,1356.67,10.2,152,8
1413,2024-10-09,Wednesday,afternoon,940.18,13.8,100,5
1414,2024-10-09,Wednesday,evening,1789.37,14.2,150,6
1415,2024-10-09,Wednesday,night,475.93,10.8,120,7
1416,2024-10-10,Thursday,morning,794.68,12.6,47,5
1417,2024-10-10,Thursday,midday,1505.13,12.0,130,7
1418,2024-10-10,Thursday,afternoon,1276.82,9.8,176,6
1419,2024-10-10,Thursday,evening,1955.57,16.7,120,6
1420,2024-10-10,Thursday,night,606.27,15.6,132,5
1421,2024-10-11,Friday,morning,925.93,15.8,31,7
1422,2024-10-11,Friday,midday,1648.11,9.7,123,7
1423,2024-10-11,Friday,afternoon,1524.33,15.1,86,4
1424,2024-10-11,Friday,evening,2046.31,17.6,70,6
1425,2024-10-11,Friday,night,610.06,11.4,64,8
1426,2024-10-12,Saturday,morning,1042.82,19.7,187,4
1427,2024-10-12,Saturday,midday,1920.01,11.3,163,2
1428,2024-10-12,Saturday,afternoon,1539.13,12.2,166,8
1429,2024-10-12,Saturday,evening,2533.17,13.7,115,4
1430,2024-10-12,Saturday,night,760.97,12.6,185,6
1431,2024-10-13,Sunday,morning,933.93,12.4,129,2
1432,2024-10-13,Sunday,midday,1549.41,12.4,190,6
1433,2024-10-13,Sunday,afternoon,1548.05,11.5,156,3
1434,2024-10-13,Sunday,evening,2082.69,19.3,126,2
1435,2024-10-13,Sunday,night,738.79,16.8,65,3
1436,2024-10-14,Monday,morning,705.14,11.7,86,2
1437,2024-10-14,Monday,midday,1152.38,19.7,57,3
1438,2024-10-14,Monday,afternoon,1035.82,14.6,52,8
1439,2024-10-14,Monday,evening,1606.08,10.3,157,8
1440,2024-10-14,Monday,night,471.29,16.8,138,2
1441,2024-10-15,Tuesday,morning,633.72,10.2,62,4
1442,2024-10-15,Tuesday,midday,1168.62,8.5,44,3
1443,2024-10-15,Tuesday,afternoon,1091.93,16.5,191,3
1444,2024-10-15,Tuesday,evening,1631.82,9.3,71,2
1445,2024-10-15,Tuesday,night,586.12,16.1,80,4
1446,2024-10-16,Wednesday,morning,859.51,9.5,141,4
1447,2024-10-16,Wednesday,midday,1282.67,10.8,36,7
1448,2024-10-16,Wednesday,afternoon,1178.71,16.5,74,3
1449,2024-10-16,Wednesday,evening,1729.6,12.2,197,2
1450,2024-10-16,Wednesday,night,611.59,13.3,189,7
1451,2024-10-17,Thursday,morning,915.92,14.6,177,2
1452,2024-10-17,Thursday,midday,1321.7,13.4,35,6
1453,2024-10-17,Thursday,afternoon,1121.35,14.1,67,8
1454,2024-10-17,Thursday,evening,1712.65,8.6,173,6
1455,2024-10-17,Thursday,night,631.04,12.6,195,2
1456,2024-10-18,Friday,morning,998.73,14.0,161,2
1457,2024-10-18,Friday,midday,1722.42,16.5,78,6
1458,2024-10-18,Friday,afternoon,1377.13,12.6,199,5
1459,2024-10-18,Friday,evening,2114.07,15.0,187,3
1460,2024-10-18,Friday,night,799.06,11.8,126,3
1461,2024-10-19,Saturday,morning,1059.44,17.5,187,8
1462,2024-10-19,Saturday,midday,2061.88,8.1,178,7
1463,2024-10-19,Saturday,afternoon,1567.07,14.7,186,4
1464,2024-10-19,Saturday,evening,2531.81,9.9,169,5
1465,2024-10-19,Saturday,night,961.07,19.9,155,8
1466,2024-10-20,Sunday,morning,873.06,17.1,68,5
1467,2024-10-20,Sunday,midday,1617.24,18.9,180,6
1468,2024-10-20,Sunday,afternoon,1275.84,13.1,31,2
1469,2024-10-20,Sunday,evening,2033.68,12.5,59,6
1470,2024-10-20,Sunday,night,667.28,18.5,143,7
1471,2024-10-21,Monday,morning,692.04,13.4,124,2
1472,2024-10-21,Monday,midday,1159.32,8.4,106,3
1473,2024-10-21,Monday,afternoon,1076.73,17.4,82,6
1474,2024-10-21,Monday,evening,1554.57,19.3,164,5
1475,2024-10-21,Monday,night,524.54,15.8,101,5
1476,2024-10-22,Tuesday,morning,597.98,15.7,111,5
1477,2024-10-22,Tuesday,midday,1209.76,19.5,41,7
1478,2024-10-22,Tuesday,afternoon,966.97,18.0,105,2
1479,2024-10-22,Tuesday,evening,1491.63,16.8,63,4
1480,2024-10-22,Tuesday,night,444.35,15.6,126,8
1481,2024-10-23,Wednesday,morning,760.83,8.4,152,2
1482,2024-10-23,Wednesday,midday,1476.95,9.0,38,3
1483,2024-10-23,Wednesday,afternoon,1052.21,16.6,104,4
1484,2024-10-23,Wednesday,evening,1729.88,18.1,185,3
1485,2024-10-23,Wednesday,night,680.95,17.1,195,3
1486,2024-10-24,Thursday,morning,769.11,18.1,96,4
1487,2024-10-24,Thursday,midday,1489.35,10.7,87,4
1488,2024-10-24,Thursday,afternoon,1349.45,11.1,45,3
1489,2024-10-24,Thursday,evening,1943.24,11.6,46,7
1490,2024-10-24,Thursday,night,829.12,12.6,189,8
1491,2024-10-25,Friday,morning,1014.13,13.0,150,8
1492,2024-10-25,Friday,midday,1668.9,11.8,45,7
1493,2024-10-25,Friday,afternoon,1353.45,13.8,165,3
1494,2024-10-25,Friday,evening,2237.73,19.1,71,6
1495,2024-10-25,Friday,night,678.96,12.9,72,3
1496,2024-10-26,Saturday,morning,986.97,18.8,150,5
1497,2024-10-26,Saturday,midday,1984.04,9.2,157,8
1498,2024-10-26,Saturday,afternoon,1578.05,19.7,114,3
1499,2024-10-26,Saturday,evening,2410.28,12.6,58,3
1500,2024-10-26,Saturday,night,839.9,14.0,102,4
1501,2024-10-27,Sunday,morning,844.41,11.8,37,4
1502,2024-10-27,Sunday,midday,1676.61,10.5,61,4
1503,2024-10-27,Sunday,afternoon,1306.18,17.3,122,5
1504,2024-10-27,Sunday,evening,2091.32,19.4,192,3
1505,2024-10-27,Sunday,night,536.46,16.0,122,3
1506,2024-10-28,Monday,morning,637.23,15.3,106,4
1507,2024-10-28,Monday,midday,1248.75,19.7,46,5
1508,2024-10-28,Monday,afternoon,1008.5,8.1,171,2
1509,2024-10-28,Monday,evening,1556.12,9.4,90,7
1510,2024-10-28,Monday,night,601.56,9.3,103,2
1511,2024-10-29,Tuesday,morning,840.32,16.6,30,4
1512,2024-10-29,Tuesday,midday,1254.04,8.6,139,2
1513,2024-10-29,Tuesday,afternoon,1148.02,14.8,32,6
1514,2024-10-29,Tuesday,evening,1606.61,13.0,180,6
1515,2024-10-29,Tuesday,night,545.84,10.4,75,8
1516,2024-10-30,Wednesday,morning,748.41,10.7,83,2
1517,2024-10-30,Wednesday,midday,1311.95,14.2,112,7
1518,2024-10-30,Wednesday,afternoon,1303.91,19.6,133,7
1519,2024-10-30,Wednesday,evening,1816.26,16.4,138,2
1520,2024-10-30,Wednesday,night,588.12,18.0,99,6
1521,2024-10-31,Thursday,morning,845.55,15.9,36,2
1522,2024-10-31,Thursday,midday,1461.01,19.9,189,6
1523,2024-10-31,Thursday,afternoon,1172.96,16.7,171,3
1524,2024-10-31,Thursday,evening,1761.04,12.3,124,4
1525,2024-10-31,Thursday,night,554.12,9.8,58,6
1526,2024-11-01,Friday,morning,947.13,17.6,61,3
1527,2024-11-01,Friday,midday,1642.32,9.2,157,5
1528,2024-11-01,Friday,afternoon,1536.42,13.6,33,7
1529,2024-11-01,Friday,evening,2238.33,10.8,31,3
1530,2024-11-01,Friday,night,749.93,18.7,121,3
1531,2024-11-02,Saturday,morning,1102.43,15.1,139,4
1532,2024-11-02,Saturday,midday,1739.84,13.7,40,3
1533,2024-11-02,Saturday,afternoon,1867.54,8.6,158,3
1534,2024-11-02,Saturday,evening,2391.64,19.1,184,3
1535,2024-11-02,Saturday,night,829.84,17.3,52,4
1536,2024-11-03,Sunday,morning,978.8,15.8,138,8
1537,2024-11-03,Sunday,midday,1575.54,19.2,92,7
1538,2024-11-03,Sunday,afternoon,1469.44,9.9,108,5
1539,2024-11-03,Sunday,evening,1991.01,16.5,139,3
1540,2024-11-03,Sunday,night,846.75,15.0,157,2
1541,2024-11-04,Monday,morning,810.1,16.9,190,8
1542,2024-11-04,Monday,midday,1181.68,8.7,159,2
1543,2024-11-04,Monday,afternoon,1001.0,16.9,78,6
1544,2024-11-04,Monday,evening,1561.98,12.9,88,7
1545,2024-11-04,Monday,night,525.6,13.4,91,5
1546,2024-11-05,Tuesday,morning,779.94,8.0,87,7
1547,2024-11-05,Tuesday,midday,1217.28,9.1,103,4
1548,2024-11-05,Tuesday,afternoon,1111.71,12.0,98,7
1549,2024-11-05,Tuesday,evening,1592.86,12.8,140,2
1550,2024-11-05,Tuesday,night,490.14,9.9,48,2
1551,2024-11-06,Wednesday,morning,524.44,19.0,55,5
1552,2024-11-06,Wednesday,midday,1264.74,14.0,155,4
1553,2024-11-06,Wednesday,afternoon,1181.03,13.9,144,4
1554,2024-11-06,Wednesday,evening,1821.81,8.8,180,8
1555,2024-11-06,Wednesday,night,602.42,8.8,141,3
1556,2024-11-07,Thursday,morning,773.81,15.9,36,7
1557,2024-11-07,Thursday,midday,1492.3,16.6,49,2
1558,2024-11-07,Thursday,afternoon,1412.7,17.6,91,2
1559,2024-11-07,Thursday,evening,1835.3,11.2,73,7
1560,2024-11-07,Thursday,night,791.58,18.0,134,7
1561,2024-11-08,Friday,morning,982.24,13.3,75,2
1562,2024-11-08,Friday,midday,1637.99,9.6,169,7
1563,2024-11-08,Friday,afternoon,1386.89,18.9,198,8
1564,2024-11-08,Friday,evening,2184.72,11.1,59,2
1565,2024-11-08,Friday,night,732.48,10.7,69,2
1566,2024-11-09,Saturday,morning,1047.15,18.5,51,8
1567,2024-11-09,Saturday,midday,1853.15,18.2,173,8
1568,2024-11-09,Saturday,afternoon,1720.3,19.2,143,7
1569,2024-11-09,Saturday,evening,2463.42,14.4,109,6
1570,2024-11-09,Saturday,night,660.71,10.5,116,3
1571,2024-11-10,Sunday,morning,852.94,15.1,86,6
1572,2024-11-10,Sunday,midday,1678.17,11.3,158,3
1573,2024-11-10,Sunday,afternoon,1296.68,16.0,77,2
1574,2024-11-10,Sunday,evening,2067.96,14.4,100,2
1575,2024-11-10,Sunday,night,705.68,17.4,162,5
1576,2024-11-11,Monday,morning,556.21,11.0,160,6
1577,2024-11-11,Monday,midday,1143.09,12.8,38,8
1578,2024-11-11,Monday,afternoon,1066.8,11.1,112,7
1579,2024-11-11,Monday,evening,1476.15,18.3,108,5
1580,2024-11-11,Monday,night,392.42,12.3,122,7
1581,2024-11-12,Tuesday,morning,635.24,19.8,140,7
1582,2024-11-12,Tuesday,midday,1136.7,16.8,95,7
1583,2024-11-12,Tuesday,afternoon,1070.17,14.6,117,4
1584,2024-11-12,Tuesday,evening,1630.94,12.9,141,6
1585,2024-11-12,Tuesday,night,422.28,19.6,88,4
1586,2024-11-13,Wednesday,morning,741.53,12.0,57,7
1587,2024-11-13,Wednesday,midday,1367.0,13.9,124,3
1588,2024-11-13,Wednesday,afternoon,1014.57,11.2,154,2
1589,2024-11-13,Wednesday,evening,1669.86,18.2,142,4
1590,2024-11-13,Wednesday,night,404.82,13.1,110,3
1591,2024-11-14,Thursday,morning,850.25,9.9,101,2
1592,2024-11-14,Thursday,midday,1391.78,19.1,92,4
1593,2024-11-14,Thursday,afternoon,1248.01,8.6,138,3
1594,2024-11-14,Thursday,evening,1811.27,9.8,125,6
1595,2024-11-14,Thursday,night,726.4,13.3,131,6
1596,2024-11-15,Friday,morning,1077.72,19.9,35,5
1597,2024-11-15,Friday,midday,1619.78,8.1,125,2
1598,2024-11-15,Friday,afternoon,1489.78,17.1,115,3
1599,2024-11-15,Friday,evening,2112.05,10.3,35,6
1600,2024-11-15,Friday,night,618.8,16.1,186,3
1601,2024-11-16,Saturday,morning,1065.47,18.3,91,3
1602,2024-11-16,Saturday,midday,1941.46,13.7,177,4
1603,2024-11-16,Saturday,afternoon,1695.36,14.2,184,2
1604,2024-11-16,Saturday,evening,2501.92,14.1,61,3
1605,2024-11-16,Saturday,night,826.0,13.0,122,2
1606,2024-11-17,Sunday,morning,987.22,18.8,59,4
1607,2024-11-17,Sunday,midday,1669.11,18.3,92,4
1608,2024-11-17,Sunday,afternoon,1374.93,15.0,126,7
1609,2024-11-17,Sunday,evening,2208.69,17.7,98,5
1610,2024-11-17,Sunday,night,723.72,17.3,152,5
1611,2024-11-18,Monday,morning,706.66,12.6,88,6
1612,2024-11-18,Monday,midday,1187.82,15.5,183,8
1613,2024-11-18,Monday,afternoon,823.53,9.9,56,4
1614,2024-11-18,Monday,evening,1568.11,17.1,142,2
1615,2024-11-18,Monday,night,449.75,16.3,47,2
1616,2024-11-19,Tuesday,morning,870.34,18.9,77,4
1617,2024-11-19,Tuesday,midday,1342.19,13.5,119,6
1618,2024-11-19,Tuesday,afternoon,1082.48,12.4,73,2
1619,2024-11-19,Tuesday,evening,1526.87,12.5,168,3
1620,2024-11-19,Tuesday,night,533.79,10.6,129,4
1621,2024-11-20,Wednesday,morning,822.66,14.7,100,4
1622,2024-11-20,Wednesday,midday,1241.32,17.1,188,7
1623,2024-11-20,Wednesday,afternoon,1113.12,15.9,166,7
1624,2024-11-20,Wednesday,evening,1738.85,11.9,114,7
1625,2024-11-20,Wednesday,night,610.89,13.0,122,3
1626,2024-11-21,Thursday,morning,739.84,12.8,71,7
1627,2024-11-21,Thursday,midday,1431.79,12.3,96,3
1628,2024-11-21,Thursday,afternoon,1293.25,10.1,147,3
1629,2024-11-21,Thursday,evening,1838.18,16.8,37,5
1630,2024-11-21,Thursday,night,532.49,10.6,112,7
1631,2024-11-22,Friday,morning,940.87,14.5,80,6
1632,2024-11-22,Friday,midday,1693.63,10.1,195,3
1633,2024-11-22,Friday,afternoon,1418.61,15.7,64,7
1634,2024-11-22,Friday,evening,2101.91,15.4,73,7
1635,2024-11-22,Friday,night,650.67,14.6,64,7
1636,2024-11-23,Saturday,morning,1075.84,13.8,187,2
1637,2024-11-23,Saturday,midday,1935.54,16.1,169,6
1638,2024-11-23,Saturday,afternoon,1671.49,17.5,176,8
1639,2024-11-23,Saturday,evening,2445.04,18.0,175,3
1640,2024-11-23,Saturday,night,895.17,17.0,123,5
1641,2024-11-24,Sunday,morning,719.34,17.9,197,2
1642,2024-11-24,Sunday,midday,1677.33,9.0,189,2
1643,2024-11-24,Sunday,afternoon,1277.58,14.1,67,4
1644,2024-11-24,Sunday,evening,2003.24,17.7,47,3
1645,2024-11-24,Sunday,night,852.2,8.3,188,3
1646,2024-11-25,Monday,morning,570.83,13.3,146,6
1647,2024-11-25,Monday,midday,1193.62,11.8,192,4
1648,2024-11-25,Monday,afternoon,1070.65,15.2,63,4
1649,2024-11-25,Monday,evening,1407.76,8.3,60,2
1650,2024-11-25,Monday,night,635.79,9.9,104,7
1651,2024-11-26,Tuesday,morning,687.69,18.9,82,5
1652,2024-11-26,Tuesday,midday,1436.93,15.2,101,6
1653,2024-11-26,Tuesday,afternoon,1210.67,16.8,88,4
1654,2024-11-26,Tuesday,evening,1554.96,9.1,199,6
1655,2024-11-26,Tuesday,night,432.15,18.6,127,7
1656,2024-11-27,Wednesday,morning,770.87,14.5,126,8
1657,2024-11-27,Wednesday,midday,1382.19,19.3,86,4
1658,2024-11-27,Wednesday,afternoon,998.86,11.2,160,3
1659,2024-11-27,Wednesday,evening,1755.76,8.5,54,3
1660,2024-11-27,Wednesday,night,620.74,13.3,124,5
1661,2024-11-28,Thursday,morning,705.82,8.3,121,5
1662,2024-11-28,Thursday,midday,1394.16,10.5,118,5
1663,2024-11-28,Thursday,afternoon,1186.91,12.9,164,8
1664,2024-11-28,Thursday,evening,1683.54,9.8,77,5
1665,2024-11-28,Thursday,night,653.94,19.4,197,7
1666,2024-11-29,Friday,morning,949.92,11.0,176,8
1667,2024-11-29,Friday,midday,1730.83,12.2,61,5
1668,2024-11-29,Friday,afternoon,1403.47,11.4,181,6
1669,2024-11-29,Friday,evening,2197.98,17.7,107,4
1670,2024-11-29,Friday,night,661.57,17.5,65,6
1671,2024-11-30,Saturday,morning,982.58,18.8,73,4
1672,2024-11-30,Saturday,midday,1856.63,16.1,54,8
1673,2024-11-30,Saturday,afternoon,1704.1,13.6,141,3
1674,2024-11-30,Saturday,evening,2414.42,18.2,69,5
1675,2024-11-30,Saturday,night,889.98,11.8,194,8
1676,2024-12-01,Sunday,morning,1070.6,13.2,101,3
1677,2024-12-01,Sunday,midday,1713.66,18.1,71,5
1678,2024-12-01,Sunday,afternoon,1455.07,15.0,79,5
1679,2024-12-01,Sunday,evening,2013.78,9.2,81,5
1680,2024-12-01,Sunday,night,616.78,8.5,195,6
1681,2024-12-02,Monday,morning,748.59,18.2,108,7
1682,2024-12-02,Monday,midday,1241.1,16.7,88,6
1683,2024-12-02,Monday,afternoon,1054.77,9.3,46,7
1684,2024-12-02,Monday,evening,1595.13,9.9,108,3
1685,2024-12-02,Monday,night,507.73,17.6,45,8
1686,2024-12-03,Tuesday,morning,866.36,14.9,42,3
1687,2024-12-03,Tuesday,midday,1260.33,11.0,52,4
1688,2024-12-03,Tuesday,afternoon,1113.52,13.9,94,2
1689,2024-12-03,Tuesday,evening,1592.43,12.5,135,2
1690,2024-12-03,Tuesday,night,624.63,17.1,32,2
1691,2024-12-04,Wednesday,morning,741.71,16.4,35,3
1692,2024-12-04,Wednesday,midday,1363.62,10.5,39,4
1693,2024-12-04,Wednesday,afternoon,1143.58,19.2,130,3
1694,2024-12-04,Wednesday,evening,1627.67,11.7,48,6
1695,2024-12-04,Wednesday,night,660.76,13.3,141,6
1696,2024-12-05,Thursday,morning,769.18,17.2,151,4
1697,2024-12-05,Thursday,midday,1435.63,18.7,134,3
1698,2024-12-05,Thursday,afternoon,1273.51,15.9,173,3
1699,2024-12-05,Thursday,evening,1698.44,10.9,172,6
1700,2024-12-05,Thursday,night,625.16,18.4,50,7
1701,2024-12-06,Friday,morning,847.89,19.7,33,4
1702,2024-12-06,Friday,midday,1800.99,15.5,191,3
1703,2024-12-06,Friday,afternoon,1489.77,9.6,106,5
1704,2024-12-06,Friday,evening,2084.84,16.6,82,3
1705,2024-12-06,Friday,night,646.92,15.9,35,5
1706,2024-12-07,Saturday,morning,988.64,13.3,113,6
1707,2024-12-07,Saturday,midday,1830.61,9.5,50,4
1708,2024-12-07,Saturday,afternoon,1578.43,8.5,105,4
1709,2024-12-07,Saturday,evening,2464.46,9.9,53,7
1710,2024-12-07,Saturday,night,692.79,15.7,106,2
1711,2024-12-08,Sunday,morning,952.59,16.5,187,5
1712,2024-12-08,Sunday,midday,1434.68,15.6,136,2
1713,2024-12-08,Sunday,afternoon,1445.97,13.8,143,5
1714,2024-12-08,Sunday,evening,2130.25,9.3,88,5
1715,2024-12-08,Sunday,night,759.15,15.8,126,5
1716,2024-12-09,Monday,morning,666.27,14.2,172,4
1717,2024-12-09,Monday,midday,1243.58,15.8,97,8
1718,2024-12-09,Monday,afternoon,928.2,19.1,69,5
1719,2024-12-09,Monday,evening,1445.57,12.3,184,6
1720,2024-12-09,Monday,night,580.06,10.1,68,4
1721,2024-12-10,Tuesday,morning,767.15,14.7,136,2
1722,2024-12-10,Tuesday,midday,1224.54,8.4,143,7
1723,2024-12-10,Tuesday,afternoon,1138.62,15.0,46,2
1724,2024-12-10,Tuesday,evening,1585.64,19.1,57,5
1725,2024-12-10,Tuesday,night,499.62,8.2,126,4
1726,2024-12-11,Wednesday,morning,880.31,9.5,151,2
1727,2024-12-11,Wednesday,midday,1375.57,10.7,50,8
1728,2024-12-11,Wednesday,afternoon,1144.54,9.1,79,6
1729,2024-12-11,Wednesday,evening,1666.85,17.9,136,5
1730,2024-12-11,Wednesday,night,565.19,11.0,91,4
1731,2024-12-12,Thursday,morning,813.23,16.9,54,6
1732,2024-12-12,Thursday,midday,1379.03,19.3,134,4
1733,2024-12-12,Thursday,afternoon,1069.51,9.2,46,6
1734,2024-12-12,Thursday,evening,1708.12,16.3,180,8
1735,2024-12-12,Thursday,night,588.31,14.0,77,6
1736,2024-12-13,Friday,morning,896.52,13.2,102,5
1737,2024-12-13,Friday,midday,1622.1,11.3,194,6
1738,2024-12-13,Friday,afternoon,1405.42,9.0,162,5
1739,2024-12-13,Friday,evening,2118.71,11.8,158,4
1740,2024-12-13,Friday,night,784.68,16.6,125,3
1741,2024-12-14,Saturday,morning,936.06,11.3,183,3
1742,2024-12-14,Saturday,midday,1978.53,19.9,149,4
1743,2024-12-14,Saturday,afternoon,1768.67,17.6,64,6
1744,2024-12-14,Saturday,evening,2377.67,15.8,172,2
1745,2024-12-14,Saturday,night,950.09,10.1,96,7
1746,2024-12-15,Sunday,morning,996.47,15.4,79,5
1747,2024-12-15,Sunday,midday,1486.98,9.2,199,8
1748,2024-12-15,Sunday,afternoon,1409.49,9.3,151,7
1749,2024-12-15,Sunday,evening,1997.96,8.5,78,5
1750,2024-12-15,Sunday,night,591.56,12.7,138,3
1751,2024-12-16,Monday,morning,592.9,16.9,196,4
1752,2024-12-16,Monday,midday,1277.54,12.8,175,5
1753,2024-12-16,Monday,afternoon,968.62,19.4,161,8
1754,2024-12-16,Monday,evening,1525.01,12.1,172,5
1755,2024-12-16,Monday,night,542.14,16.2,49,7
1756,2024-12-17,Tuesday,morning,727.53,14.7,74,8
1757,2024-12-17,Tuesday,midday,1171.46,18.7,147,5
1758,2024-12-17,Tuesday,afternoon,1187.84,12.0,183,4
1759,2024-12-17,Tuesday,evening,1787.32,10.2,169,7
1760,2024-12-17,Tuesday,night,523.0,10.1,52,3
1761,2024-12-18,Wednesday,morning,836.59,13.7,56,6
1762,2024-12-18,Wednesday,midday,1268.36,9.9,171,3
1763,2024-12-18,Wednesday,afternoon,1285.09,19.6,103,4
1764,2024-12-18,Wednesday,evening,1690.97,9.0,82,5
1765,2024-12-18,Wednesday,night,740.51,10.6,149,2
1766,2024-12-19,Thursday,morning,704.82,13.3,191,5
1767,2024-12-19,Thursday,midday,1408.05,19.3,133,4
1768,2024-12-19,Thursday,afternoon,1165.39,10.9,181,2
1769,2024-12-19,Thursday,evening,1718.93,16.0,53,3
1770,2024-12-19,Thursday,night,619.73,13.4,84,2
1771,2024-12-20,Friday,morning,792.31,18.6,61,8
1772,2024-12-20,Friday,midday,1853.61,18.2,35,7
1773,2024-12-20,Friday,afternoon,1404.67,16.3,170,3
1774,2024-12-20,Friday,evening,2018.64,17.8,69,6
1775,2024-12-20,Friday,night,648.31,9.9,53,7
1776,2024-12-21,Saturday,morning,1097.05,19.8,199,7
1777,2024-12-21,Saturday,midday,1846.18,10.3,104,6
1778,2024-12-21,Saturday,afternoon,1693.2,16.2,42,6
1779,2024-12-21,Saturday,evening,2404.39,12.0,195,4
1780,2024-12-21,Saturday,night,836.89,16.0,140,8
1781,2024-12-22,Sunday,morning,833.57,13.6,175,4
1782,2024-12-22,Sunday,midday,1596.96,19.0,188,3
1783,2024-12-22,Sunday,afternoon,1401.88,16.2,62,3
1784,2024-12-22,Sunday,evening,2013.67,9.6,156,7
1785,2024-12-22,Sunday,night,591.21,20.0,144,5
1786,2024-12-23,Monday,morning,848.64,17.5,191,8
1787,2024-12-23,Monday,midday,1288.89,10.1,49,2
1788,2024-12-23,Monday,afternoon,1209.46,13.4,34,5
1789,2024-12-23,Monday,evening,1525.99,9.0,89,8
1790,2024-12-23,Monday,night,415.32,9.7,42,6
1791,2024-12-24,Tuesday,morning,658.28,15.6,136,5
1792,2024-12-24,Tuesday,midday,1298.69,8.7,159,2
1793,2024-12-24,Tuesday,afternoon,1031.59,20.0,81,3
1794,2024-12-24,Tuesday,evening,1718.01,12.0,33,2
1795,2024-12-24,Tuesday,night,562.47,13.1,155,7
1796,2024-12-25,Wednesday,morning,775.02,13.9,125,8
1797,2024-12-25,Wednesday,midday,1393.5,11.8,128,7
1798,2024-12-25,Wednesday,afternoon,1185.34,11.1,188,2
1799,2024-12-25,Wednesday,evening,1612.11,9.2,55,5
1800,2024-12-25,Wednesday,night,570.19,15.9,157,7
1801,2024-12-26,Thursday,morning,713.64,8.3,183,5
1802,2024-12-26,Thursday,midday,1439.16,18.5,107,2
1803,2024-12-26,Thursday,afternoon,1134.1,15.2,30,8
1804,2024-12-26,Thursday,evening,1748.45,13.7,93,4
1805,2024-12-26,Thursday,night,530.88,11.6,184,6
1806,2024-12-27,Friday,morning,923.7,8.6,108,6
1807,2024-12-27,Friday,midday,1694.21,12.8,174,8
1808,2024-12-27,Friday,afternoon,1588.89,19.9,37,5
1809,2024-12-27,Friday,evening,2061.77,16.7,67,6
1810,2024-12-27,Friday,night,745.24,16.8,107,7
1811,2024-12-28,Saturday,morning,1099.89,11.5,200,2
1812,2024-12-28,Saturday,midday,1876.02,9.8,45,8
1813,2024-12-28,Saturday,afternoon,1625.02,15.8,97,3
1814,2024-12-28,Saturday,evening,2410.6,16.8,87,7
1815,2024-12-28,Saturday,night,782.48,15.3,113,6
1816,2024-12-29,Sunday,morning,825.8,15.0,55,3
1817,2024-12-29,Sunday,midday,1455.14,19.4,69,8
1818,2024-12-29,Sunday,afternoon,1442.05,13.4,172,8
1819,2024-12-29,Sunday,evening,2051.37,14.3,156,2
1820,2024-12-29,Sunday,night,764.71,19.2,71,8
1821,2024-12-30,Monday,morning,723.47,14.6,46,4
1822,2024-12-30,Monday,midday,1122.26,12.0,69,5
1823,2024-12-30,Monday,afternoon,1065.39,16.4,178,2
1824,2024-12-30,Monday,evening,1580.71,18.2,147,6
1825,2024-12-30,Monday,night,510.53,18.0,60,3
